timestamp,master_frame,slave_frame,lidar_state,ch1_adc,ch1_sdadc0,ch1_sdadc1,ch1_adj0,ch1_adj1,ch1_current,ch2_adc,ch2_sdadc0,ch2_sdadc1,ch2_adj0,ch2_adj1,ch2_current,ch3_adc,ch3_sdadc0,ch3_sdadc1,ch3_adj0,ch3_adj1,ch3_current,ch4_adc,ch4_sdadc0,ch4_sdadc1,ch4_adj0,ch4_adj1,ch4_current
2025-11-16 18:32:23.133,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2025-11-16 18:32:24.136,0,2,0,0,-32765,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:25.140,0,3,0,0,-32766,-32768,0,0,0.0,0,-32750,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:26.146,0,4,0,0,-32760,-32768,0,0,0.0,0,-32761,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0
2025-11-16 18:32:27.152,0,5,0,217,-32764,-32768,0,0,0.0,0,-23217,-32768,0,0,0.0,72,-32548,-28246,0,0,0.0,73,-32682,-28226,0,0,0.0
2025-11-16 18:32:28.156,0,6,0,0,-32762,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:29.160,0,7,0,0,-32766,-32768,0,0,0.0,0,-32110,-32768,0,0,0.0,0,-32746,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:30.164,0,8,0,0,-32762,-32768,0,0,0.0,0,-32634,-32768,0,0,0.0,0,-32756,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:31.168,0,9,0,0,-32765,-32768,0,0,0.0,0,-32530,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:32.173,0,10,0,0,-32761,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:33.179,0,11,0,0,-32760,-32768,0,0,0.0,0,-32763,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:34.183,0,12,0,0,-32765,-32768,0,0,0.0,0,-32764,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:35.188,0,13,0,0,-32764,-32768,0,0,0.0,0,-32763,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:36.193,0,14,0,0,-32763,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0,0,-32761,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:37.198,0,15,0,0,-32764,-32765,0,0,0.0,0,-32765,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:38.201,0,16,0,0,-32764,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:39.205,0,17,0,0,-32766,-32768,0,0,0.0,0,-32112,-32768,0,0,0.0,0,-32742,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0
2025-11-16 18:32:40.222,0,18,0,0,-32762,-32768,0,0,0.0,0,-30832,-32768,0,0,0.0,0,-32722,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:41.226,0,19,0,0,-32762,-32765,0,0,0.0,0,-30587,-32768,0,0,0.0,0,-32719,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:42.129,0,20,0,525,-32762,-32768,0,0,0.0,0,-13664,-32768,0,0,0.0,0,-32334,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:43.133,0,21,0,0,-32766,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:44.137,0,22,0,0,-32765,-32768,0,0,0.0,0,-32764,-32768,0,0,0.0,0,-32764,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:45.141,0,23,0,0,-32766,-32766,0,0,0.0,0,-32766,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:46.146,0,24,0,0,-32764,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:47.179,0,25,0,0,-32760,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32757,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:48.183,0,26,0,0,-32760,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32756,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:49.188,0,27,0,0,-32764,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:50.192,0,28,0,0,-32762,-32768,0,0,0.0,0,-32764,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:51.199,0,29,0,0,-32764,-32768,0,0,0.0,0,-32767,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:52.203,0,30,0,0,-32766,-32768,0,0,0.0,0,-32767,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:32:53.208,0,31,0,0,-32766,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
