timestamp,master_frame,slave_frame,lidar_state,ch1_adc,ch1_sdadc0,ch1_sdadc1,ch1_adj0,ch1_adj1,ch1_current,ch2_adc,ch2_sdadc0,ch2_sdadc1,ch2_adj0,ch2_adj1,ch2_current,ch3_adc,ch3_sdadc0,ch3_sdadc1,ch3_adj0,ch3_adj1,ch3_current,ch4_adc,ch4_sdadc0,ch4_sdadc1,ch4_adj0,ch4_adj1,ch4_current
2025-11-16 18:28:09.539,0,8681,0,1355,-32764,-32768,0,0,0.0,0,14310,-32768,0,0,0.0,0,-31856,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:10.543,0,8682,0,0,-32762,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:11.549,0,8683,0,0,-32766,-32768,0,0,0.0,0,-32765,-32768,0,0,0.0,0,-32761,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:12.554,0,8684,0,0,-32766,-32768,0,0,0.0,0,-32765,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:13.560,0,8685,0,0,-32762,-32768,0,0,0.0,0,-32748,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:14.565,0,8686,0,0,-32766,-32768,0,0,0.0,0,-31949,-32768,0,0,0.0,0,-32735,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:15.570,0,8687,0,14,-32758,-32766,0,0,0.0,0,-30030,-32768,0,0,0.0,0,-32692,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:16.575,0,8688,0,0,-32762,-32766,0,0,0.0,0,-32728,-32768,0,0,0.0,0,-32756,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:17.580,0,8689,0,0,-32762,-32768,0,0,0.0,0,-32764,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:18.585,0,8690,0,0,-32764,-32767,0,0,0.0,0,-32764,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:28:19.589,0,8691,0,0,-32766,-32768,0,0,0.0,0,-32764,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
