timestamp,master_frame,slave_frame,lidar_state,ch1_adc,ch1_sdadc0,ch1_sdadc1,ch1_adj0,ch1_adj1,ch1_current,ch2_adc,ch2_sdadc0,ch2_sdadc1,ch2_adj0,ch2_adj1,ch2_current,ch3_adc,ch3_sdadc0,ch3_sdadc1,ch3_adj0,ch3_adj1,ch3_current,ch4_adc,ch4_sdadc0,ch4_sdadc1,ch4_adj0,ch4_adj1,ch4_current
2025-11-16 18:27:40.602,0,8652,0,0,-32765,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:41.605,0,8653,0,0,-32762,-32766,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:42.611,0,8654,0,0,-32764,-32767,0,0,0.0,0,-32754,-32768,0,0,0.0,0,-32756,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:43.614,0,8655,0,0,-32763,-32768,0,0,0.0,0,-32034,-32768,0,0,0.0,0,-32742,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:44.618,0,8656,0,0,-32764,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:45.621,0,8657,0,0,-32764,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32755,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:46.625,0,8658,0,0,-32766,-32766,0,0,0.0,0,-32766,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:47.529,0,8659,0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:48.533,0,8660,0,0,-32762,-32768,0,0,0.0,0,-32762,-32766,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:49.536,0,8661,0,915,-32762,-32768,0,0,0.0,0,294,-32768,0,0,0.0,0,-32140,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:50.541,0,8662,0,0,-32762,-32766,0,0,0.0,0,-32348,-32768,0,0,0.0,0,-32749,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:51.546,0,8663,0,0,-32762,-32768,0,0,0.0,0,-32761,-32768,0,0,0.0,0,-32751,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:52.551,0,8664,0,0,-32762,-32768,0,0,0.0,0,-30457,-32768,0,0,0.0,0,-32716,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:53.554,0,8665,0,380,-32761,-32762,0,0,0.0,0,-16220,-32768,0,0,0.0,0,-32458,-32768,0,0,0.0,0,-32767,-32768,0,0,0.0
2025-11-16 18:27:54.559,0,8666,0,0,-32761,-32768,0,0,0.0,0,-32764,-32768,0,0,0.0,0,-32756,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:55.565,0,8667,0,0,-32762,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:56.569,0,8668,0,0,-32760,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:27:57.583,0,8669,0,0,-32766,-32768,0,0,0.0,0,-32763,-32768,0,0,0.0,0,-32761,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
